id,exam,domain,difficulty,question,A,B,C,D,answer,explanation,reference,tags
"BRAVO-082","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Anti-malware software blocks malicious files, but users are permitted to disable scanning for large archives to improve performance. Which issue is most direct?","Operational inconsistency in protective mechanisms","Password complexity","Badge control","Media transport","A","Control effectiveness depends on consistent enforcement.","Assessment Guide Level 2","SI|Malicious Code"
"BRAVO-083","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A privileged engineer performs daily email and web browsing from an administrative workstation because switching accounts is inconvenient. Which principle is most affected?","Media sanitization","Least privilege and exposure reduction","Visitor access","Patch deployment cadence","B","Administrative functions should be separated from routine activities to reduce risk.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-084","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An organization uses PAM software to issue temporary administrator credentials. During an outage, administrators bypass PAM and use a shared emergency account documented in a sealed envelope. Which concern deserves the greatest scrutiny?","The envelope storage location","Whether accountability and individual attribution are preserved during emergencies","Password complexity requirements","Patch currency on administrator workstations","B","Emergency procedures should preserve accountability and not undermine identification and authentication controls.","Assessment Guide Level 2","IA|Accountability|Privileged Access"
"BRAVO-085","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A server containing CUI is isolated behind multiple firewalls, but engineers are granted broad access because troubleshooting delays are costly. Which principle is most directly weakened?","Media accountability","Least privilege","Physical escort","Malicious code protection","B","Compensating technical controls do not eliminate the need to limit access to authorized functions.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-086","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","CUI printouts are stored in locked containers and access logs are maintained, but custodial personnel possess master keys and no review process exists for key issuance. Which issue is most significant?","Printer release settings","Media marking","Effectiveness of physical protection mechanisms","Screen lock configuration","C","Controls must be effective in practice, not merely documented.","Assessment Guide Level 2","MP|PE"
"BRAVO-087","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A contractor encrypts traffic to cloud services, but administrators establish unmanaged site-to-site tunnels for vendor support. Which risk deserves the greatest attention?","Media retention periods","Loss of communication visibility and boundary control","Visitor management","Password history requirements","B","Unauthorized tunnels may bypass communication protections and monitoring.","Assessment Guide Level 2","SC|Boundary Protection"
"BRAVO-088","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Malware detection is centrally managed, but exclusions created during software deployments are never removed. Which concern is most significant?","Credential reuse","Accumulated blind spots reducing detection effectiveness","Visitor authorization","Physical storage of backups","B","Temporary exclusions should be reviewed and removed when no longer necessary.","Assessment Guide Level 2","SI|Malicious Code"
"BRAVO-089","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","An organization requires MFA for administrators, but a break-glass procedure allows password-only access when the identity provider is unavailable. Which question is most important?","How often passwords expire","Whether emergency procedures are controlled and auditable","Who owns the server room","How many users possess laptops","B","Emergency access should not eliminate accountability or create uncontrolled exceptions.","Assessment Guide Level 2","IA|MFA"
"BRAVO-090","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Security patches are applied quickly to servers, but network appliances supporting CUI remain years behind because upgrades require downtime. Which factor deserves the greatest scrutiny?","Asset inventory labels","Residual risk created by unsupported infrastructure","Badge issuance procedures","Media transport records","B","Timely flaw remediation must consider all relevant technologies, not just servers.","Assessment Guide Level 2","SI|Flaw Remediation"
"BRAVO-091","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Users are prohibited from installing software, yet developers may execute unsigned tools from personal repositories to accelerate testing. Which principle is most directly weakened?","Least functionality","Visitor control","Media sanitization","Physical access","A","Uncontrolled software execution expands attack surface and reduces system integrity.","Assessment Guide Level 2","CM|Least Functionality"
"BRAVO-092","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Physical access logs show normal activity, but video footage reveals piggybacking into restricted areas occurs regularly. Which conclusion is most appropriate?","Badge records alone demonstrate effective protection","Physical controls should be evaluated for actual effectiveness","Piggybacking is an awareness issue only","Video surveillance replaces visitor procedures","B","Control effectiveness is determined by actual operation, not by documentation alone.","Assessment Guide Level 2","PE|Physical Access"
"BRAVO-093","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Administrators use dedicated workstations for privileged activities, but frequently browse external websites from those same systems for convenience. Which concern is most direct?","Media accountability","Reduced separation between administrative and non-administrative activities","Visitor authorization","Backup retention","B","Privileged systems should minimize exposure to unnecessary activities.","Assessment Guide Level 2","AC|Least Privilege|SC"
"BRAVO-094","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A contractor uses endpoint detection tools to compensate for broad user permissions. Investigators later determine users routinely execute unsigned utilities from external repositories. Which concern is most significant?","Endpoint monitoring compensates for unrestricted execution","Least functionality and privilege controls address different risks","Unsigned tools are acceptable when malware scanning is enabled","Repository reputation eliminates software integrity concerns","B","Monitoring controls do not replace restrictions on unnecessary functionality and privileges.","Assessment Guide Level 2","AC|CM|Least Functionality"
"BRAVO-095","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Administrators authenticate with MFA, but password reset procedures allow help desk personnel to issue temporary passwords without validating identity beyond caller ID. Which issue is most significant?","Caller ID provides sufficient identity proof","Weak identity verification may undermine authentication assurance","Password complexity requirements","Session timeout duration","B","Identity proofing and reset procedures should preserve authentication assurance.","Assessment Guide Level 2","IA|Credential Management"
"BRAVO-096","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Encrypted backup drives are stored offsite, but the vendor's inventory process cannot identify which customer owns individual media. Which concern deserves the greatest scrutiny?","Media markings","Media accountability and traceability","Remote access restrictions","Patch deployment","B","Encryption alone does not eliminate the need for accountability.","Assessment Guide Level 2","MP|Accountability"
"BRAVO-097","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A facility uses biometric readers, but tailgating incidents are treated as awareness issues and never investigated. Which principle is most affected?","Physical protections must be evaluated for effectiveness","Biometrics eliminate physical risks","Badge design standards","Media retention procedures","A","Physical controls should be monitored and enforced.","Assessment Guide Level 2","PE|Physical Access"
"BRAVO-098","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC encrypts remote connections, but third-party vendors maintain persistent unmanaged tunnels for convenience. Which concern is most direct?","Visitor access","Loss of boundary visibility and control","Media labeling","Password expiration","B","Persistent unmanaged connections may bypass communication protections.","Assessment Guide Level 2","SC|Boundary Protection"
"BRAVO-099","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Security alerts are routed to a ticketing system, but tickets close automatically after seven days without review. Which issue is most significant?","Patch frequency","Operational failure of response processes","Media disposal","Physical access controls","B","Security mechanisms require monitoring and response, not merely alert generation.","Assessment Guide Level 2","SI|Monitoring"
"BRAVO-100","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Users require approval before receiving privileged access, but inherited group memberships routinely grant excessive permissions. Which concern is most significant?","Media accountability","Least privilege erosion through indirect assignments","Session lock settings","Visitor controls","B","Indirect privilege inheritance should be evaluated for excessive access.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-101","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","An identity provider supports MFA, but service accounts bypass authentication controls because applications cannot support modern protocols. Which factor deserves the greatest scrutiny?","Patch schedules","Compensating measures protecting noninteractive accounts","Media transport","Physical security logs","B","Legacy exceptions require additional protections and risk management.","Assessment Guide Level 2","IA|MFA|Service Accounts"
"BRAVO-102","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Traffic inspection appliances monitor outbound connections, but encrypted administrator tunnels are excluded permanently because they generate false positives. Which issue is most significant?","Media markings","Persistent blind spots in communication monitoring","Password history requirements","Visitor escort procedures","B","Permanent exclusions should be justified and periodically reviewed.","Assessment Guide Level 2","SC|Monitoring"
"BRAVO-103","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Vulnerability scans show no critical findings, but unsupported systems are excluded and no compensating controls exist. Which conclusion is most appropriate?","Scan results alone demonstrate effective flaw remediation","Unsupported assets may invalidate confidence in remediation effectiveness","Unsupported systems are outside assessment considerations","Patch metrics outweigh architectural concerns","B","Assessment conclusions should consider excluded assets and residual risk.","Assessment Guide Level 2","SI|Flaw Remediation|Risk"
"BRAVO-104","Bravo","Domain 5 - CMMC Assessment Process","Elite","Interviews indicate privileged accounts require MFA. Screenshots show MFA configuration enabled. Live testing reveals one legacy account authenticates with only a password. What is the most appropriate action?","Assign MET because most evidence supports implementation","Resolve the inconsistency and determine whether the exception is material","Ignore the legacy account because it is rarely used","Accept screenshots as stronger evidence than testing","B","Conflicting evidence should be reconciled and exceptions evaluated for materiality.","CAP v5.6","CAP|Evidence"
"BRAVO-105","Bravo","Domain 5 - CMMC Assessment Process","Elite","Policies require quarterly access reviews. Interviews confirm they occur. Sampled records show reviews were skipped twice during the year. Which consideration is most important?","The written policy","Whether implementation evidence supports consistent execution","The number of administrators involved","The age of the policy","B","Assessments focus on implementation, not merely documented intent.","CAP v5.6","CAP|Implementation"
"BRAVO-106","Bravo","Domain 5 - CMMC Assessment Process","Hard","Testing validates account lockout settings on sampled systems, but one administrator claims another business unit operates differently. What should assessors do?","Expand evidence collection as needed","Assume all systems behave identically","Ignore interviews and rely solely on testing","Assign NOT MET immediately","A","Evidence should be sufficient to support conclusions.","CAP v5.6","CAP|Sampling"
"BRAVO-107","Bravo","Domain 5 - CMMC Assessment Process","Elite","Current screenshots support a control, but timestamps reveal they were captured months before major system changes. Which concern is most significant?","Image quality","Evidence currency and relevance","File naming conventions","Document ownership","B","Evidence should reflect the current assessed environment.","CAP v5.6","CAP|Artifacts"
"BRAVO-108","Bravo","Domain 5 - CMMC Assessment Process","Elite","Interviews and documentation align, but testing consistently contradicts both. Which principle should drive conclusions?","Majority opinion","Most recent evidence","Objective evidence and reconciliation of discrepancies","Management preference","C","Testing may reveal implementation gaps requiring reconciliation.","CAP v5.6","CAP|Objectivity"
"BRAVO-109","Bravo","Domain 5 - CMMC Assessment Process","Hard","An OSC provides extensive policies but minimal operational evidence. Which question is most important?","Who wrote the policies","Whether implementation can be demonstrated","How long the documents are","Whether branding is current","B","Policies alone do not demonstrate implementation.","CAP v5.6","CAP|Evidence Sufficiency"
"BRAVO-110","Bravo","Domain 5 - CMMC Assessment Process","Elite","Sampled systems support a practice, but a newly deployed enclave was excluded because personnel considered it low risk. Which concern deserves scrutiny?","Network bandwidth","Sampling rationale and scope completeness","Patch frequency","Asset age","B","Sampling should support reliable conclusions across the environment.","CAP v5.6","CAP|Sampling"
"BRAVO-111","Bravo","Domain 5 - CMMC Assessment Process","Elite","A control is implemented correctly but assessors cannot obtain sufficient evidence due to unavailable personnel and inaccessible systems. Which factor is most relevant?","Intent","Evidence sufficiency","Control complexity","Training history","B","Conclusions require sufficient evidence.","CAP v5.6","CAP|Evidence Sufficiency"
"BRAVO-112","Bravo","Domain 5 - CMMC Assessment Process","Hard","A system owner verbally describes a process inconsistent with documented procedures. What should assessors do?","Accept the interview","Accept the document","Collect additional evidence and reconcile differences","Ignore both sources","C","Contradictions should be resolved objectively.","CAP v5.6","CAP|Interviews"
"BRAVO-113","Bravo","Domain 5 - CMMC Assessment Process","Elite","Testing confirms controls on most devices, but unsupported assets could not be evaluated. Which issue is most significant?","Incomplete evidence coverage","Password complexity","Physical security","Asset depreciation","A","Unassessed assets may affect confidence in conclusions.","CAP v5.6","CAP|Coverage"
"BRAVO-114","Bravo","Domain 5 - CMMC Assessment Process","Elite","Assessors discover that screenshots provided by the OSC were recreated after a deficiency was identified. Which principle is most directly implicated?","Media protection","Evidence integrity","Session lock","Visitor control","B","Evidence integrity is essential to objective conclusions.","CAP v5.6","CAP|Integrity"
"BRAVO-115","Bravo","Domain 5 - CMMC Assessment Process","Hard","Which assessment method most directly validates technical operation?","Interview","Examine","Test","Review","C","Testing validates operation of controls.","CAP v5.6","CAP|Test"
"BRAVO-116","Bravo","Domain 5 - CMMC Assessment Process","Elite","Interviews reveal that personnel bypass documented procedures because they are operationally inconvenient. Which issue is most significant?","Training frequency","Implementation effectiveness","Document formatting","Management style","B","Actual practice is more important than documented intent.","CAP v5.6","CAP|Implementation"
"BRAVO-117","Bravo","Domain 5 - CMMC Assessment Process","Elite","Evidence from different sources appears equally credible yet contradictory. Which action is most appropriate?","Choose the evidence supporting compliance","Escalate and reconcile inconsistencies","Average the findings","Accept interviews over testing","B","Contradictory evidence should be resolved, not averaged.","CAP v5.6","CAP|Objectivity"
"BRAVO-118","Bravo","Domain 5 - CMMC Assessment Process","Hard","Which phase focuses primarily on conducting assessment activities?","Phase 1","Phase 2","Phase 3","Phase 4","B","Phase 2 includes execution of assessment activities.","CAP v5.6","CAP|Phase 2"
"BRAVO-119","Bravo","Domain 5 - CMMC Assessment Process","Elite","A practice is implemented everywhere except one isolated but active enclave. Which consideration matters most?","Convenience","Materiality of the exception","Network speed","Vendor support","B","Exceptions should be evaluated for impact on assessment conclusions.","CAP v5.6","CAP|Materiality"
"BRAVO-120","Bravo","Domain 5 - CMMC Assessment Process","Elite","An assessor previously consulted on implementation of the same control being evaluated. Which principle is most directly implicated?","Media accountability","Independence and objectivity","Boundary protection","Physical access","B","Assessments require independence and objectivity.","CAP v5.6","CAP|Objectivity"
"BRAVO-121","Bravo","Domain 5 - CMMC Assessment Process","Hard","Which assessment method primarily reviews documents and artifacts?","Test","Interview","Examine","Observe","C","Examine activities focus on documentation and artifacts.","CAP v5.6","CAP|Examine"
"BRAVO-122","Bravo","Domain 5 - CMMC Assessment Process","Elite","A practice appears fully implemented but supporting evidence is unavailable because records were destroyed during migration. Which factor is most relevant?","Intent","Evidence sufficiency","Asset value","Patch frequency","B","Conclusions depend on sufficient evidence.","CAP v5.6","CAP|Evidence"
"BRAVO-123","Bravo","Domain 5 - CMMC Assessment Process","Elite","Different assessors interpret the same evidence differently. Which principle should guide resolution?","Efficiency","Consistency and objectivity","Convenience","Majority vote","B","Assessment conclusions should be objective and consistently applied.","CAP v5.6","CAP|Consistency"
"BRAVO-124","Bravo","Domain 5 - CMMC Assessment Process","Elite","During testing, assessors verify MFA enforcement on sampled systems. Interviews confirm MFA is required. A recently acquired enclave was excluded from sampling because personnel assumed it mirrored the rest of the environment. Which issue deserves the greatest scrutiny?","The age of the acquisition","Sampling sufficiency and assumptions regarding inherited implementation","Password complexity settings","Physical access logs","B","Sampling decisions should support confidence that conclusions apply across the assessed environment.","CAP v5.6","CAP|Sampling|Coverage"
"BRAVO-125","Bravo","Domain 5 - CMMC Assessment Process","Elite","An OSC provides screen captures showing account reviews, but metadata reveals the images were created after assessors requested evidence. Which principle is most directly implicated?","Boundary protection","Evidence integrity and reliability","Media sanitization","Least functionality","B","Assessors should consider the authenticity and reliability of evidence supporting conclusions.","CAP v5.6","CAP|Evidence Integrity"
"BRAVO-126","Bravo","Domain 5 - CMMC Assessment Process","Hard","Policies, interviews, and screenshots support a practice, but direct testing consistently demonstrates that the control fails. Which action is most appropriate?","Accept the majority of evidence","Prioritize objective testing and reconcile inconsistencies","Ignore interviews entirely","Assign MET because intent exists","B","Objective evidence should be reconciled and weighed appropriately.","CAP v5.6","CAP|Objectivity|Testing"
"BRAVO-127","Bravo","Domain 5 - CMMC Assessment Process","Elite","A Lead Assessor previously advised the OSC on implementing several practices now under review. Which concern deserves the greatest attention?","Sampling methodology","Independence and objectivity","Password expiration","Media accountability","B","Prior implementation assistance may impair assessment objectivity and should be managed appropriately.","CAP v5.6","CAP|Objectivity|Independence"
"BRAVO-128","Bravo","Domain 5 - CMMC Assessment Process","Elite","Documentation shows quarterly access reviews, but sampled records reveal one business unit has never performed them. Interviews indicate personnel believed another department was responsible. Which factor is most significant?","Training frequency","Materiality of the implementation gap","Document formatting","Asset depreciation","B","Assessors should evaluate whether the exception represents a material deficiency.","CAP v5.6","CAP|Materiality"
"BRAVO-129","Bravo","Domain 5 - CMMC Assessment Process","Hard","An OSC demonstrates a control successfully during the assessment, but no historical evidence exists because logs were overwritten during migration. Which consideration is most important?","Whether current implementation alone is sufficient to establish confidence","The number of administrators involved","Media retention schedules","Badge issuance procedures","A","Assessors should evaluate whether available evidence provides sufficient support for conclusions despite historical limitations.","CAP v5.6","CAP|Evidence Sufficiency"
"BRAVO-130","Bravo","Domain 5 - CMMC Assessment Process","Elite","During Phase 2, assessors discover that screenshots provided during planning do not match current system configurations observed during testing. Which action is most appropriate?","Rely on the planning artifacts because they were approved","Resolve discrepancies using current objective evidence before reaching conclusions","Accept whichever evidence favors implementation","Ignore screenshots because testing always overrides other evidence","B","Assessment conclusions should be based on current, objective, and reconciled evidence.","CAP v5.6","CAP|Evidence Currency|Objectivity"
"BRAVO-131","Bravo","Domain 5 - CMMC Assessment Process","Hard","A practice is implemented consistently on sampled systems, but a recently deployed enclave was excluded because administrators considered it temporary. Which consideration is most important?","Whether temporary systems are within assessment scope","The age of the enclave","Patch management cadence","Who approved the exclusion","A","Sampling and scope decisions should ensure that conclusions are representative of the assessed environment.","CAP v5.6","CAP|Sampling|Scope"
"BRAVO-132","Bravo","Domain 5 - CMMC Assessment Process","Elite","An assessor receives interview responses that align with policy documents, but log reviews demonstrate repeated deviations from procedures. Which principle should guide conclusions?","Majority agreement among evidence sources","Operational evidence and reconciliation of inconsistencies","Management intent","Historical compliance performance","B","Actual implementation should drive assessment conclusions when evidence conflicts.","CAP v5.6","CAP|Implementation|Evidence"
"BRAVO-133","Bravo","Domain 5 - CMMC Assessment Process","Elite","A Lead Assessor discovers that a team member previously designed several controls under evaluation but did not disclose the relationship. Which concern deserves the greatest attention?","Sampling methodology","Objectivity and independence","Media accountability","Phase 4 closeout activities","B","Undisclosed prior involvement may impair independence and objectivity.","CAP v5.6","CAP|Independence|Objectivity"
"BRAVO-134","Bravo","Domain 5 - CMMC Assessment Process","Elite","An OSC demonstrates successful operation of a control during testing, but historical records are unavailable because systems were migrated and logs retained only for minimal operational needs. Which factor is most significant?","Whether available evidence provides sufficient confidence in sustained implementation","The age of the migrated systems","The size of the log files","The number of administrators interviewed","A","Assessors should evaluate whether available evidence is sufficient to support conclusions despite historical limitations.","CAP v5.6","CAP|Evidence Sufficiency|Artifacts"
"BRAVO-135","Bravo","Domain 5 - CMMC Assessment Process","Elite","During an assessment, screenshots show MFA enabled and interviews confirm the requirement. Testing reveals one privileged account authenticates with only a password because it was excluded from the identity provider. Which consideration is most important?","The number of screenshots collected","Whether the exception represents a material deficiency requiring reconciliation","How long the account has existed","The age of the password","B","Assessment conclusions should be based on reconciled evidence and evaluation of material exceptions.","CAP v5.6","CAP|Materiality|Contradictory Evidence"
"BRAVO-136","Bravo","Domain 5 - CMMC Assessment Process","Hard","An OSC supplies hundreds of artifacts, but many are duplicates and none demonstrate current implementation. Which factor deserves the greatest attention?","Quantity of evidence","Evidence sufficiency and relevance","File naming conventions","Document storage locations","B","Large volumes of evidence do not compensate for lack of relevant, current evidence.","CAP v5.6","CAP|Evidence Sufficiency"
"BRAVO-137","Bravo","Domain 5 - CMMC Assessment Process","Elite","A sampled enclave fully demonstrates implementation, but interviews reveal another enclave follows different procedures and was omitted because administrators considered it low risk. What should assessors evaluate first?","Whether the omitted enclave affects scope and sampling confidence","The number of users in the enclave","Patch deployment schedules","Whether documentation templates match","A","Sampling should provide confidence that conclusions apply across the assessed environment.","CAP v5.6","CAP|Sampling|Coverage"
"BRAVO-138","Bravo","Domain 5 - CMMC Assessment Process","Elite","Two assessors reviewing the same evidence disagree because one prioritizes interviews and the other prioritizes screenshots. Which principle should guide resolution?","Majority vote","Consistency and objective evaluation of evidence","The preference of the Lead Assessor","The OSC's explanation","B","Assessment conclusions should be consistent and evidence-driven.","CAP v5.6","CAP|Objectivity|Consistency"
"BRAVO-139","Bravo","Domain 5 - CMMC Assessment Process","Hard","Documentation and interviews support a practice, but operational logs show personnel routinely bypass procedures. Which factor is most significant?","Intent","Actual implementation","Training frequency","Document age","B","Assessment conclusions are based on implementation, not stated intent.","CAP v5.6","CAP|Implementation"
"BRAVO-140","Bravo","Domain 5 - CMMC Assessment Process","Elite","An assessor discovers that evidence originally collected during Phase 2 was altered before reporting to improve clarity. Which concern deserves the greatest scrutiny?","Media retention","Evidence integrity and traceability","Password complexity","Visitor control procedures","B","Evidence should remain authentic and traceable throughout the assessment lifecycle.","CAP v5.6","CAP|Evidence Integrity"
"BRAVO-141","Bravo","Domain 5 - CMMC Assessment Process","Elite","A team member previously participated in implementing the controls now being assessed and failed to disclose the relationship. Which principle is most directly affected?","Sampling methodology","Independence and objectivity","Media accountability","System availability","B","Undisclosed implementation involvement may impair assessment objectivity.","CAP v5.6","CAP|Objectivity|Independence"
"BRAVO-142","Bravo","Domain 5 - CMMC Assessment Process","Hard","Interviews indicate a process has operated for years, but no artifacts are available because records were destroyed during a migration. Which question is most important?","How old the records were","Whether sufficient alternative evidence exists to support conclusions","How many administrators were involved","Whether screenshots are available","B","Assessors should determine whether available evidence provides adequate confidence.","CAP v5.6","CAP|Evidence Sufficiency"
"BRAVO-143","Bravo","Domain 5 - CMMC Assessment Process","Elite","Testing confirms controls on sampled systems, but unsupported devices were intentionally excluded because they rarely connect to the network. Which issue deserves the greatest attention?","Scope completeness and residual risk","Asset depreciation","Printer security","Password history requirements","A","Excluded systems may affect confidence in conclusions and should be evaluated appropriately.","CAP v5.6","CAP|Coverage|Risk"
"BRAVO-144","Bravo","Domain 5 - CMMC Assessment Process","Elite","Conflicting evidence from interviews, logs, and screenshots appears equally credible. What action is most appropriate?","Accept the evidence supporting compliance","Gather additional evidence and reconcile discrepancies","Average the findings","Rely solely on interviews","B","Contradictory evidence should be resolved before conclusions are reached.","CAP v5.6","CAP|Contradictory Evidence"
"BRAVO-145","Bravo","Domain 5 - CMMC Assessment Process","Elite","Assessors disagree about the significance of an isolated implementation exception. Which principle should ultimately guide the conclusion?","Convenience","Consistency, objectivity, and materiality","Management preference","Historical performance","B","Assessment conclusions should be objective, consistent, and based on the materiality of the issue.","CAP v5.6","CAP|Materiality|Objectivity"
"BRAVO-146","Bravo","Domain 6 - Scoping","Elite","A cloud-hosted SIEM receives security logs from CUI Assets, provides alerting and correlation, but cannot store or retrieve the underlying CUI files. The OSC classifies the SIEM as Out-of-Scope because it does not process business data. Which assessment concern is most significant?","The SIEM vendor's patch cadence","Whether the SIEM provides security functions supporting CUI Assets","Whether the SIEM resides in the cloud","Whether the SIEM uses multifactor authentication","B","Assets providing security functions to CUI Assets are generally considered Security Protection Assets.","CMMC Scope Guide Level 2","Scoping|SPA|SIEM"
"BRAVO-147","Bravo","Domain 6 - Scoping","Hard","A manufacturing controller cannot support modern endpoint protections and processes production instructions associated with CUI. Administrators argue that because security controls cannot be implemented, the asset should be Out-of-Scope. Which consideration is most important?","Operational limitations automatically remove assets from scope","The inability to implement controls determines CRMA status","Assets with unique operational constraints may be Specialized Assets but remain in scope","Physical isolation eliminates all assessment concerns","C","Specialized Assets remain in scope even when technical limitations exist.","CMMC Scope Guide Level 2","Scoping|Specialized Asset"
"BRAVO-148","Bravo","Domain 6 - Scoping","Elite","An external identity provider performs authentication services for systems storing CUI. The provider does not host CUI itself. Which factor deserves the greatest scrutiny?","The physical location of administrators","Whether the service provides security functions supporting scoped assets","The age of authentication tokens","The number of user accounts","B","Identity services supporting CUI Assets are generally Security Protection Assets.","CMMC Scope Guide Level 2","Scoping|SPA|Identity"
"BRAVO-149","Bravo","Domain 6 - Scoping","Elite","A contractor maintains a separate engineering enclave processing CUI. Corporate systems cannot access the enclave because of enforced segmentation. Which question is most important when determining whether corporate laptops are Out-of-Scope?","Whether the laptops use the same operating system","Whether effective technical controls prevent CUI access","Whether users receive awareness training","Whether the laptops are less than three years old","B","Effective separation may support Out-of-Scope classification.","CMMC Scope Guide Level 2","Scoping|Out-of-Scope"
"BRAVO-150","Bravo","Domain 6 - Scoping","Elite","A vulnerability scanner assesses CUI systems but stores only scan metadata and findings. Administrators classify it as a CUI Asset because it touches every server. Which assessment issue is most significant?","The scanner's operating system","Whether the scanner performs security functions rather than processing CUI","The age of the scan engine","Whether reports are printed","B","Security tools supporting CUI Assets are typically SPAs rather than CUI Assets.","CMMC Scope Guide Level 2","Scoping|SPA|Vulnerability Scanner"
"BRAVO-151","Bravo","Domain 6 - Scoping","Hard","A shared file server contains no CUI but hosts authentication scripts and security configurations used by multiple CUI systems. Administrators classify it as Out-of-Scope because no CUI resides on the server. Which concern deserves the greatest attention?","Whether the server performs functions supporting the protection of CUI Assets","The amount of storage capacity","The age of the server hardware","Whether backups are encrypted","A","Assets supporting the security of CUI systems may remain in scope as Security Protection Assets even when they do not store CUI.","CMMC Scope Guide Level 2","Scoping|SPA|Shared Services"
"BRAVO-152","Bravo","Domain 6 - Scoping","Elite","A managed SOC operated by an external provider performs continuous monitoring and responds to alerts affecting CUI Assets. The provider cannot access stored CUI but can isolate hosts and modify firewall rules. The OSC classifies the service as Out-of-Scope because no CUI resides on the SOC platform. Which concern deserves the greatest scrutiny?","Whether the provider's personnel are located domestically","Whether the service performs security functions supporting CUI Assets","Whether the provider uses its own ticketing system","Whether the provider supports multiple customers","B","Security functions supporting CUI Assets generally place supporting components within scope as SPAs or through ESP considerations.","CMMC Scope Guide Level 2","Scoping|SPA|ESP|SOC"
"BRAVO-153","Bravo","Domain 6 - Scoping","Elite","An engineering workstation cannot store CUI locally because of technical controls, but users may view CUI remotely through a virtual desktop session. Administrators classify the workstation as Out-of-Scope because no files reside on the device. Which factor is most important?","Whether local storage is disabled","Whether the device can access and interact with CUI through authorized sessions","Whether antivirus software is installed","Whether the device uses full disk encryption","B","Scoping depends on the asset's relationship to CUI, not solely local storage.","CMMC Scope Guide Level 2","Scoping|CUI Asset|VDI"
"BRAVO-154","Bravo","Domain 6 - Scoping","Hard","A contractor uses an industrial controller that receives production parameters derived from CUI but cannot practically support endpoint protection or centralized logging. Which consideration is most appropriate?","Operational limitations automatically make the asset Out-of-Scope","The asset may be Specialized while remaining within scope","The asset becomes a CRMA because of logging limitations","Physical isolation eliminates assessment concerns","B","Specialized Assets remain in scope despite technical limitations.","CMMC Scope Guide Level 2","Scoping|Specialized Asset"
"BRAVO-155","Bravo","Domain 6 - Scoping","Elite","A cloud email security gateway scans messages entering a CUI enclave but never stores mailbox contents permanently. The OSC classifies the gateway as Out-of-Scope. Which issue deserves the greatest attention?","Whether the gateway performs protective functions supporting CUI Assets","Whether email volume exceeds capacity","Whether the gateway is vendor managed","Whether the gateway encrypts logs","A","Protective technologies supporting CUI Assets are generally Security Protection Assets.","CMMC Scope Guide Level 2","Scoping|SPA|Email Gateway"
"BRAVO-156","Bravo","Domain 6 - Scoping","Elite","Corporate laptops are separated from a CUI enclave by technical controls. However, several administrators possess credentials allowing them to access both environments from those laptops. Which question is most important?","Whether the laptops are less than five years old","Whether segmentation effectively prevents CUI access in practice","Whether the laptops are domain joined","Whether screen savers activate automatically","B","Administrative access paths may affect Out-of-Scope assumptions.","CMMC Scope Guide Level 2","Scoping|Out-of-Scope|Segmentation"
"BRAVO-157","Bravo","Domain 6 - Scoping","Elite","A shared identity platform authenticates users for both corporate systems and CUI Assets. The platform itself stores no CUI. Administrators classify it as Out-of-Scope because authentication data is not CUI. Which concern deserves the greatest scrutiny?","Whether the platform supports security functions critical to CUI Assets","Whether the platform uses biometrics","Whether the platform is cloud hosted","Whether the platform is highly available","A","Identity services supporting CUI Assets are generally considered Security Protection Assets even when they do not store CUI.","CMMC Scope Guide Level 2","Scoping|SPA|Identity"
